,_batch,cell_type,sub_cell_type,sp,individual,status,tissue,repeat,sample,Major cell type,Minor subset,used_in_NSCLC_immune,x_NSCLC_immune,y_NSCLC_immune
bcGXQZ;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,957.6220101044628,-900.1878353026536
bcBMCV;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1084.0691998949603,-1023.7171992432664
bcGXJQ;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1351.120669552918,-968.9286764273252
bcGXWU;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1043.7554723678236,-943.2613680262936
bcFRRY;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1286.1500757219164,-1012.5447913531524
bcGTPY;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1300.253291668479,-954.6735901904856
bcFJTY;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1333.8232691609776,-1055.6760424015763
bcGQHZ;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1196.2175745873724,-1018.1260882157844
bcFEMK;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1412.2336542794062,-1068.3098181163032
bcDAIM;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1393.723782271933,-1039.422879879332
bcGOJK;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,655.5604977086878,-1004.3281053422212
bcGVQB;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,606.6678375870508,29.61777075597263
bcHKWK;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,425.0982688429331,-881.8757109766617
bcEWBS;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,655.0881191076636,-1008.0910821268852
bcDBAC;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,974.5343766648624,-916.070930458638
bcDRXH;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1144.5515731998537,-1000.4931868826268
bcBAUZ;h5tl_1,h5tl_1,MoMacDC,DC1,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC1,True,853.849086094643,-766.5327403444318
bcFCJF;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,704.3118155884638,-971.9551492427152
bcIHEO;h5tl_1,h5tl_1,MoMacDC,DC3,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC3,True,769.6647416618332,-779.4827057645929
bcGGXO;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1181.683863372151,-1085.9354532991226
bcEKHI;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,675.0936752025623,-991.7452230209692
bcEYUY;h5tl_1,h5tl_1,MoMacDC,DC1,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC1,True,874.0825497360937,-794.7190364404321
bcBZUM;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,790.3939292915123,-937.9260696087572
bcIIZV;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1161.4358478941906,-1029.6997558318817
bcHCTK;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,699.5372100082794,-980.7506428881244
bcIFYK;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,954.638632894862,-940.7769398872786
bcGPLQ;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1226.671986188817,-1006.133829881406
bcHDAM;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,455.564937700076,-797.3583642576988
bcIEQN;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,698.1192893931343,-976.7727505914876
bcIIBI;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1342.5308323105587,-1000.4567487382358
bcCRBL;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,993.5986982326796,-950.6176345820112
bcCQOR;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1175.0596285048812,-1081.3740643715478
bcCTQU;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,614.3021267034716,-591.5371266776202
bcGKSR;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,981.0725986648716,-914.017862200256
bcARMY;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1240.115808295037,-961.8653887868356
bcDOLD;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,672.819489307043,-994.7417234800404
bcEVNO;h5tl_1,h5tl_1,MoMacDC,DC3,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC3,True,188.83713625825547,-366.0106125108171
bcEARC;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1233.0804175140695,-1020.493548950466
bcFXFW;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1408.4542029577426,-1082.629380804825
bcGPBL;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,845.1637315531575,-929.6065678974207
bcAVQA;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,724.3194414744647,-964.918885288978
bcIDNR;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,967.235095014604,-918.373639784982
bcGUZL;h5tl_1,h5tl_1,MoMacDC,DC1,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC1,True,421.9445912439823,-136.99032296712596
bcCHYW;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,861.4130285342726,-915.9915988657942
bcDBMW;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1274.7964037158386,-1097.1631585827038
bcANGC;h5tl_1,h5tl_1,MoMacDC,DC3,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC3,True,719.1931959627707,385.39241777392687
bcFPBA;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,481.6849413885039,-763.2849720705353
bcDFYV;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,926.1429096867462,-884.5362437540342
bcBKDV;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,698.1179569182768,-974.5153209944208
bcAVLU;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,728.5408970181877,-960.3643286155984
bcAFST;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1234.6052334099973,-942.9390908986104
bcGCJA;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1216.835632590562,-978.7101557535652
bcFAWJ;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,459.0745895749884,-881.7062246497394
bcHLHT;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1367.9110015129406,-1037.8257973896991
bcHJGN;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,523.6057974392504,-16.81874936433244
bcGLAD;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,440.1646729626101,-300.9214205505902
bcCJQC;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,925.438746888193,-912.2047030113952
bcFYLX;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,761.686630631064,-953.2468193160008
bcEPUQ;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,711.3311973869702,-970.0364038040116
bcIGCU;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1239.0500734203288,-1068.6800154778434
bcHLAR;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1288.3080948069255,-985.3553888734864
bcEJOP;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1085.4024698116484,-1003.5418693445675
bcEWUX;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,904.2506718387652,-907.9853916691076
bcEUIZ;h5tl_1,h5tl_1,MoMacDC,DC1,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC1,True,909.3359627670134,-780.0949211467288
bcAJBS;h5tl_1,h5tl_1,MoMacDC,DC1,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC1,True,967.6406597054132,-879.8385931393591
bcGFBR;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1392.3232476178134,-986.315257437234
bcDLTO;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1200.6662315785466,-1097.305008455084
bcFFXV;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1118.9966046710597,-981.2644160875702
bcFEUZ;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,462.7006776649994,-771.1896330864242
bcHFAG;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1073.062824185616,-966.5279773348868
bcFZTV;h5tl_1,h5tl_1,MoMacDC,DC3,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC3,True,697.6430918252153,-760.4563556728322
bcEOBG;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,818.2401084283722,-941.2450659328476
bcIFNC;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1291.7258118212512,-1097.207582021861
bcBNLN;h5tl_1,h5tl_1,MoMacDC,DC1,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC1,True,852.2166983101414,-774.1278102750882
bcBSYB;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,989.1235806667236,-961.747413206594
bcEKPN;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1037.2926832098562,-948.6069169735364
bcDYHD;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,657.531515801562,-1006.3346592515246
bcIJNW;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,667.6955002610298,-997.7358959861745
bcEPLS;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1330.2187682041126,-1065.1376038693493
bcAGHB;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1219.2066877441769,-1040.1393023126511
bcAQTB;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,425.84708456600464,-900.806258829081
bcFMYT;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,485.6801989387197,-435.3443700106303
bcGKGC;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,770.1282621403067,-948.5627168110226
bcFOGI;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,625.7218319443439,-185.4434505582712
bcFXPW;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1226.6518784589005,-999.9924628743332
bcFOSA;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1083.7084103859058,-975.800767981279
bcDYFI;h5tl_1,h5tl_1,MoMacDC,DC3,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC3,True,192.3133387321138,-307.395055070194
bcAFKM;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1033.7932654495316,-932.4265400619184
bcAOSA;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,1042.7247516827183,-938.6151460118668
bcFVZJ;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,790.8238792590163,-934.8705768817964
bcDSWH;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1161.977211498748,-980.7788446649548
bcFDTO;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,445.295632758392,-786.0729842163776
bcFNYS;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1273.456167334552,-1050.16407870863
bcBOGU;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1268.0386444806054,-1124.2067099032784
bcALAQ;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,436.3536820553453,-848.0947828185933
bcGZQJ;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1356.1386493489038,-1007.4363703065344
bcBNKL;h5tl_1,h5tl_1,MoMacDC,DC3,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC3,True,684.175796826185,-578.2544949696104
bcFSCE;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,993.540619285925,-982.8968249299908
bcICTF;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1357.6962770491884,-1049.8254989697143
bcCASP;h5tl_1,h5tl_1,MoMacDC,DC2,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC2,True,706.0911737376589,-973.435395047456
bcGKUM;h5tl_1,h5tl_1,MoMacDC,DC1,human,h5,tumor,lung,1,p5t1,tMoMacDC,tDC1,True,942.914206012434,-809.5749350465585
bcIJMX;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,394.40337929578936,-16.35208940911986
bcEXMV;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1345.7789949998096,-1101.354772629472
bcGRUA;h5tl_1,h5tl_1,MoMacDC,MonoDC,human,h5,tumor,lung,1,p5t1,tMoMacDC,tMonoDC,True,1256.754615210382,-951.9942505079788
bcEZCO;h5tl_1,h5tl_1,pDC,pDC,human,h5,tumor,lung,1,p5t1,tpDC,tpDC,True,451.3362799543451,-797.6400599317607
bcGTRR;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1020.6597948378032,-939.3537741355086
bcETCK;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,680.3825128400969,-997.001242736018
bcCURF;h5tl_2,h5tl_2,pDC,pDC,human,h5,tumor,lung,2,p5t2,tpDC,tpDC,True,456.08748632734313,-795.6353572684471
bcIDNR;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1089.2478820454307,-952.6336700158294
bcCCTH;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1225.9580936640546,-1030.8924444609254
bcBFTX;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,715.8439421403543,-975.5194299181796
bcFZZF;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1194.6796224661955,-1161.2364272701775
bcAVNI;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1235.522389467068,-1080.0994391249124
bcEYUY;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,900.1735961195673,-923.2078149059216
bcAJFX;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1177.6931760729906,-1036.145043497216
bcHXZX;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1131.5717420625865,-986.4679661189086
bcDKNP;h5tl_2,h5tl_2,MoMacDC,DC3,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC3,True,716.8486688053713,-729.9117319344573
bcCHYW;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,698.6719202956958,-983.7429463319858
bcDCRC;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1277.9494888818786,-1044.6655341933804
bcHLZI;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,769.2228897222938,-945.1610477233668
bcIFBQ;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,849.4590895435498,-923.8311403328292
bcGVEO;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1117.858184983357,-989.3981805871152
bcHQXA;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,711.4342292569047,-971.7455089157636
bcHLRA;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,809.6986579542281,-841.9678580220411
bcHGWW;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,915.4890803493068,-901.3229376541212
bcHFAG;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1067.6994249238512,-959.1970844107036
bcBWQM;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,765.1560050297638,-948.5470238213692
bcDCMR;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,706.8049815598763,-975.1510513604036
bcFGTP;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,926.5334160624976,-915.3630855630424
bcHWQP;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,982.0669016133688,-921.0832769526712
bcHAKK;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,793.5828272527507,-920.3036996122944
bcEYVD;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,812.3045076082914,-747.0305806166555
bcAVGM;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1414.2582594629453,-1022.7634601815002
bcASVT;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,719.5194315940578,-966.0595796833452
bcGMRX;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,676.0762184211715,-995.1480435085376
bcDTGJ;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1194.0789844006742,-965.2272111868788
bcFGEO;h5tl_2,h5tl_2,pDC,pDC,human,h5,tumor,lung,2,p5t2,tpDC,tpDC,True,432.4222230944727,-829.9311729976021
bcGPQY;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1242.7304280384676,-1027.8671701594944
bcICGL;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,702.5341511583597,-979.8711913855396
bcFUQO;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1149.681132812619,-1025.710341194924
bcFXFW;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1383.3108363571537,-1085.4262801761445
bcGTKW;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1257.2729510132774,-1191.677393777567
bcHEOH;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1114.8485783108192,-1008.211794027108
bcEPCG;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1358.430088890956,-1076.5169971907028
bcHQAI;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,853.7700227379726,-904.1505882304848
bcHKWK;h5tl_2,h5tl_2,pDC,pDC,human,h5,tumor,lung,2,p5t2,tpDC,tpDC,True,446.05933700386026,-822.9811835223074
bcBZYJ;h5tl_2,h5tl_2,pDC,pDC,human,h5,tumor,lung,2,p5t2,tpDC,tpDC,True,440.5746021391275,-843.0654721636714
bcALUM;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,952.0416875313392,-920.9925788993644
bcFOLW;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1277.85074239174,-1055.7657772808143
bcEJOX;h5tl_2,h5tl_2,MoMacDC,DC3,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC3,True,662.3428888774749,-673.53940667125
bcDHED;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,901.4441384893704,-834.2965863310768
bcAVLU;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,797.6645857634848,-923.8169586838952
bcGEZC;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,880.8699756008032,-927.6680989696648
bcANLL;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,874.9194099972863,-824.6048473458961
bcAKFI;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1369.407262362869,-1001.013272881548
bcBDKW;h5tl_2,h5tl_2,pDC,pDC,human,h5,tumor,lung,2,p5t2,tpDC,tpDC,True,475.1832453356794,-692.9596102387567
bcIJDZ;h5tl_2,h5tl_2,MoMacDC,DC3,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC3,True,668.1928727973852,-670.7718556919422
bcACBF;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,966.1981846687536,-928.43019258705
bcEXTR;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,968.5928971533,-907.6517526083716
bcHHJR;h5tl_2,h5tl_2,pDC,pDC,human,h5,tumor,lung,2,p5t2,tpDC,tpDC,True,470.7672924833846,-69.65872970150554
bcFFZC;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,744.4273865910765,-691.3930437835106
bcGERP;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,905.7412731908008,-838.9055156575743
bcHYYN;h5tl_2,h5tl_2,MoMacDC,DC2,human,h5,tumor,lung,2,p5t2,tMoMacDC,tDC2,True,692.2465644930852,-984.8408545132232
bcICIY;h5tl_2,h5tl_2,MoMacDC,MonoDC,human,h5,tumor,lung,2,p5t2,tMoMacDC,tMonoDC,True,1056.6631846697032,-981.8583126026184
